title,creator,description,date,subject-lcsh,subject,relation,contributing institution,publisher digital,digital collection website,source,identifier,publisher,format original,type,format,digitization specifications,rights,rightsstatement,language,date digital,coverage,latitude,longitude,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Dworshak Dam Project 27 (Foot bridge),,Aerial view of dam site. Also shown is foot bridge to the Merry place.,1955,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; aerial view; dam site; foot bridge; Merry; 1955,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00725,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.513913,-116.297579,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/513,513,514.jp2,/dworshak/image/514.jp2,dworshak513
Dworshak Dam Project 28 (Merry place),,Aerial view of dam site. Also shown is the Merry place.,1955,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; aerial view; dam site; Merry; 1955,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00726,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.513913,-116.297579,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/514,514,515.jp2,/dworshak/image/515.jp2,dworshak514
Dworshak Dam Project 29 (Banner),,"Banner across the street in Orofino - organization about town to raise money for the effort in getting the dam. Note on back: """" We had an organization about town to raise money for the effort in getting the dam. Here is a banner across the street. Dues to belong to  """"Clearwater Dams"""" was $1.00  or whatever you could spare. It did not come close to raising the money we eventually spent and we had to go for a lot of contributed labor and expense from other sources. County Sheriff Fred Pomeroy, on left. """"",1955; 1956; 1957; 1958; 1959; 1960,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; banner; street; Orofino; raise money; organization; County Sheriff; Fred Pomeroy; Clearwater Dams,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00727,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.480124,-116.252904,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/515,515,516.jp2,/dworshak/image/516.jp2,dworshak515
Dworshak Dam Project 30 (Orofino),,Banner across street in Orofino - propaganda we used to get $ for political effort for the dam.,1955; 1956; 1957; 1958; 1959; 1960,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; banner; street; Orofino; propaganda; political effort,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00728,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.480124,-116.252904,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/516,516,517.jp2,/dworshak/image/517.jp2,dworshak516
Dworshak Dam Project 31 (Directors),,"Some of the directors of the Clearwater Dams Assn. Standing in front of marker on theatre building, Orofino, showing goal of $3,000 which was not reached. Note on back: """" Some of the directors of Clearwater Dams Association Left to right: Frank Gaffney, L.G. Beeson,  , Mel Snook, Bob Oud, Dude Warren Gardner (city attorney),  Choate, Chuck Musial.""""",1955; 1956; 1957; 1958; 1959; 1960,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; directors; Clearwater Dams Association; theatre building; marker; Orofino; Frank Gaffney; L.G. Beeson; Mel Snook; Bob Oud; Dude Warren Gardner; city attorney; Choate; Chuck Musial; goal,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00752,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/517,517,518.jp2,/dworshak/image/518.jp2,dworshak517
Dworshak Dam Project 32 (Group),,"Group who worked the hardest for the project. Note on back: "" A public hearing was held in Orofino on the project November 20, 1952. Here is a photo of those who worked hardest for the project. Left to right: Bill Erickson (now deceased); Robert Werner, publisher of the Clearwater Tribune, Orofino; A.B. Curtis (the guy that gets all the blame, and the Mayor of Orofino); Col. Tom Tandy, the District Engineer of Corps of Engineers (at the time), Walla Walla (now deceased); and U.S. Judge Roy McNichols (then an attorney at Orofino, now in Boise). Photo made in Tandy's office in Walla Walla where many sessions were held on the project. Photo made a few days prior to the November 20th meeting. (A.B. Curtis - 1976)""",1952-11,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; Orofino; Bill Erickson; Robert Werner; Clearwater Tribune; publisher; A.B. Curtis; Mayor of Orofino; Col. Tom Tandy; District Engineer; Corps of Engineers; Walla Walla; U. S. Judge Roy McNichols; attorney; Tandy's office; November 20; public hearing; 1952,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00755,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/518,518,519.jp2,/dworshak/image/519.jp2,dworshak518
Dworshak Dam Project 33 (Site),United States. Army. Corps of Engineers. Walla Walla District,"Site with dam superimposed on the photo. Coffer dam not built yet when photo taken. Note on image: ""Dworshak Dam Phantom Features.""",1966,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1966; site; coffer dam; Phantom Treasures,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00756,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/519,519,520.jp2,/dworshak/image/520.jp2,dworshak519
Dworshak Dam Project 35 (Construction),,"During early construction stages a road was built up the south side of the river to the contractors shops location. Note on back: """" Land clearing has started at elevation 1605 on the distant hills. This will be the pool level.""""",1965,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1965; early construction; road; south side; contractors shops; land clearing; hills,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00759,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.513913,-116.297579,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/520,520,521.jp2,/dworshak/image/521.jp2,dworshak520
Dworshak Dam Project 36 (Steel piling),,Steel piling about the mouth of the lower end of diversion tunnel. Also a start of site preparation.,1965,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1965; steel piling; diversion tunnel; site preparation,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00760,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/521,521,522.jp2,/dworshak/image/522.jp2,dworshak521
Dworshak Dam Project 34 (Early-day view),,Early-day view of the proposed site. Note the foot bridge & eddy.,1952,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1952; site; foot bridge; eddy,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00758,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/522,522,523.jp2,/dworshak/image/523.jp2,dworshak522
Dworshak Dam Project 37 (Start Key way construction),,"Good view of the start of key way construction. Note on back: ""The strings of lights across the river are so they could work around the clock, and also note the diversion tunnel and building of the batch plant to run concrete to the job.""",1965,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1965; Key Way; construction; lights; diversion tunnel; batch plant; concrete,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00761,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),,,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/523,523,524.jp2,/dworshak/image/524.jp2,dworshak523
Dworshak Dam Project 38 (Ground-breaking ceremony),,"Ground-breaking ceremony at the site. Here is Master of Ceremonies, A.B. Curtis, on the platform. Around 1,000 people attended.",1966,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",Dworshak Dam Project; 1966; Ground-breaking ceremony; Master of Ceremonies; A.B. Curtis; platform,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00765,,black and white photograph,Image;StillImage,image/jpg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),46.513913,-116.297579,,,,2011-03-16,2018-05-15,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/524,524,525.jp2,/dworshak/image/525.jp2,dworshak524
